region,categorie,typeCategorie,annee,pourcentage
Lorraine,femmes,sexe,2009,49,66592428
Lorraine,femmes,sexe,2010,48,38461538
Lorraine,femmes,sexe,2011,55,76036866
Lorraine,femmes,sexe,2012,53,91211147
Lorraine,femmes,sexe,2013,52,24235911
Lorraine,femmes,sexe,2014,50,45483536
Lorraine,femmes,sexe,2015,53,63991092
Midi-Pyrnes,femmes,sexe,2005,52,6
Midi-Pyrnes,femmes,sexe,2006,52,4
Midi-Pyrnes,femmes,sexe,2007,49,9
Midi-Pyrnes,femmes,sexe,2008,52,01432408
Midi-Pyrnes,femmes,sexe,2009,53,97096499
Midi-Pyrnes,femmes,sexe,2010,50,38257799
Midi-Pyrnes,femmes,sexe,2011,54,13290113
Midi-Pyrnes,femmes,sexe,2012,51,33735979
Midi-Pyrnes,femmes,sexe,2013,50,42601319
Midi-Pyrnes,femmes,sexe,2014,50,27274445
Midi-Pyrnes,femmes,sexe,2015,52,63167011
Nord-Pas-de-Calais,femmes,sexe,2005,55,2
Nord-Pas-de-Calais,femmes,sexe,2006,53,5
Nord-Pas-de-Calais,femmes,sexe,2007,57,3
Nord-Pas-de-Calais,femmes,sexe,2008,55,91032609
Nord-Pas-de-Calais,femmes,sexe,2009,56,13915416
Nord-Pas-de-Calais,femmes,sexe,2010,50,31055901
Nord-Pas-de-Calais,femmes,sexe,2011,52,38424326
Nord-Pas-de-Calais,femmes,sexe,2012,55,43097407
Nord-Pas-de-Calais,femmes,sexe,2013,54,92692785
Nord-Pas-de-Calais,femmes,sexe,2014,54,0491852
Nord-Pas-de-Calais,femmes,sexe,2015,55,21528259
Pays de la Loire,femmes,sexe,2005,51,1
Pays de la Loire,femmes,sexe,2006,49,5
Pays de la Loire,femmes,sexe,2007,51,6
Pays de la Loire,femmes,sexe,2008,53,21100917
Pays de la Loire,femmes,sexe,2009,55,34324133
Pays de la Loire,femmes,sexe,2010,51,90588235
Pays de la Loire,femmes,sexe,2011,55,37709497
Pays de la Loire,femmes,sexe,2012,59,23913043
Pays de la Loire,femmes,sexe,2013,55,61060304
Pays de la Loire,femmes,sexe,2014,52,89236776
Pays de la Loire,femmes,sexe,2015,51,63084725
Picardie,femmes,sexe,2005,56,1
Picardie,femmes,sexe,2006,52,9
Picardie,femmes,sexe,2007,54,9
Picardie,femmes,sexe,2008,57,6329331
Picardie,femmes,sexe,2009,53,0075188
Picardie,femmes,sexe,2010,51,64141414
Picardie,femmes,sexe,2011,56,64845173
Picardie,femmes,sexe,2012,50,67961165
Picardie,femmes,sexe,2013,53,0559986
Picardie,femmes,sexe,2014,53,56288806
Picardie,femmes,sexe,2015,53,72209358
Poitou-Charentes,femmes,sexe,2005,51,8
Poitou-Charentes,femmes,sexe,2006,50,5
Poitou-Charentes,femmes,sexe,2007,52,1
Poitou-Charentes,femmes,sexe,2008,53,20512821
Poitou-Charentes,femmes,sexe,2009,54,59016393
Poitou-Charentes,femmes,sexe,2010,49,88425926
Poitou-Charentes,femmes,sexe,2011,53,63214838
Poitou-Charentes,femmes,sexe,2012,54,62068966
Poitou-Charentes,femmes,sexe,2013,57,54781838
Poitou-Charentes,femmes,sexe,2014,51,68135017
Poitou-Charentes,femmes,sexe,2015,51,79484711
Provence-Alpes-Cte-d'Azur,femmes,sexe,2005,51,6
Provence-Alpes-Cte-d'Azur,femmes,sexe,2006,52,7
Provence-Alpes-Cte-d'Azur,femmes,sexe,2007,54
Provence-Alpes-Cte-d'Azur,femmes,sexe,2008,54,73523422
Provence-Alpes-Cte-d'Azur,femmes,sexe,2009,56,54077723
Provence-Alpes-Cte-d'Azur,femmes,sexe,2010,53,4815895
Provence-Alpes-Cte-d'Azur,femmes,sexe,2011,55,82474227
Provence-Alpes-Cte-d'Azur,femmes,sexe,2012,56,69164882
Provence-Alpes-Cte-d'Azur,femmes,sexe,2013,53,62325218
Provence-Alpes-Cte-d'Azur,femmes,sexe,2014,52,75083216
Provence-Alpes-Cte-d'Azur,femmes,sexe,2015,54,17165095
Rhne-Alpes,femmes,sexe,2005,51,7
Rhne-Alpes,femmes,sexe,2006,51,6
Rhne-Alpes,femmes,sexe,2007,52,2
Rhne-Alpes,femmes,sexe,2008,57,2038835
Rhne-Alpes,femmes,sexe,2009,56,21448864
Rhne-Alpes,femmes,sexe,2010,52,04837117
Rhne-Alpes,femmes,sexe,2011,56,75105485
Rhne-Alpes,femmes,sexe,2012,54,05797101
Rhne-Alpes,femmes,sexe,2013,54,74655847
Rhne-Alpes,femmes,sexe,2014,53,84755975
Rhne-Alpes,femmes,sexe,2015,49,746256
Alsace,jeunes (15-24 ans),age,2005,31,1
Alsace,jeunes (15-24 ans),age,2006,29,8
Alsace,jeunes (15-24 ans),age,2007,31,7
Alsace,jeunes (15-24 ans),age,2008,31,54450262
Alsace,jeunes (15-24 ans),age,2009,33,99734396
Alsace,jeunes (15-24 ans),age,2010,26,63185379
Alsace,jeunes (15-24 ans),age,2011,18,17102138
Alsace,jeunes (15-24 ans),age,2012,21,72284644
Alsace,jeunes (15-24 ans),age,2013,22,08022143
Alsace,jeunes (15-24 ans),age,2014,21,24715803
Alsace,jeunes (15-24 ans),age,2015,18,3047798
Aquitaine,jeunes (15-24 ans),age,2005,21,3
Aquitaine,jeunes (15-24 ans),age,2006,20,9
Aquitaine,jeunes (15-24 ans),age,2007,25,2
Aquitaine,jeunes (15-24 ans),age,2008,25,33543804
Aquitaine,jeunes (15-24 ans),age,2009,25,22746071
Aquitaine,jeunes (15-24 ans),age,2010,20,73684211
Aquitaine,jeunes (15-24 ans),age,2011,15,70489408
Aquitaine,jeunes (15-24 ans),age,2012,19,60206338
Aquitaine,jeunes (15-24 ans),age,2013,19,54302466
Aquitaine,jeunes (15-24 ans),age,2014,16,75900015
Aquitaine,jeunes (15-24 ans),age,2015,16,89229667
Auvergne,jeunes (15-24 ans),age,2005,24,3
Auvergne,jeunes (15-24 ans),age,2006,22,1
Auvergne,jeunes (15-24 ans),age,2007,26,9
Auvergne,jeunes (15-24 ans),age,2008,31,92904656
Auvergne,jeunes (15-24 ans),age,2009,29,24731183
Auvergne,jeunes (15-24 ans),age,2010,24,92492492
Auvergne,jeunes (15-24 ans),age,2011,17,94871795
Auvergne,jeunes (15-24 ans),age,2012,24,3697479
Auvergne,jeunes (15-24 ans),age,2013,20,15481799
Auvergne,jeunes (15-24 ans),age,2014,22,76331556
Auvergne,jeunes (15-24 ans),age,2015,19,60884405
Basse-Normandie,jeunes (15-24 ans),age,2005,25,1
Basse-Normandie,jeunes (15-24 ans),age,2006,23,1
Basse-Normandie,jeunes (15-24 ans),age,2007,31,7
Basse-Normandie,jeunes (15-24 ans),age,2008,30,52631579
Basse-Normandie,jeunes (15-24 ans),age,2009,28,31460674
Basse-Normandie,jeunes (15-24 ans),age,2010,22,16494845
Basse-Normandie,jeunes (15-24 ans),age,2011,18,87254902
Basse-Normandie,jeunes (15-24 ans),age,2012,23,8372093
Basse-Normandie,jeunes (15-24 ans),age,2013,21,78825528
Basse-Normandie,jeunes (15-24 ans),age,2014,22,73953665
Basse-Normandie,jeunes (15-24 ans),age,2015,22,15879311
Bourgogne,jeunes (15-24 ans),age,2005,27,5
Bourgogne,jeunes (15-24 ans),age,2006,27,8
Bourgogne,jeunes (15-24 ans),age,2007,29,9
Bourgogne,jeunes (15-24 ans),age,2008,32,98245614
Bourgogne,jeunes (15-24 ans),age,2009,29,09090909
Bourgogne,jeunes (15-24 ans),age,2010,26,59846547
Bourgogne,jeunes (15-24 ans),age,2011,17,73049645
Bourgogne,jeunes (15-24 ans),age,2012,22,7202473
Bourgogne,jeunes (15-24 ans),age,2013,21,69002271
Bourgogne,jeunes (15-24 ans),age,2014,16,70585161
Bourgogne,jeunes (15-24 ans),age,2015,18,13237131
Bretagne,jeunes (15-24 ans),age,2005,31
Bretagne,jeunes (15-24 ans),age,2006,27,2
Bretagne,jeunes (15-24 ans),age,2007,30,4
Bretagne,jeunes (15-24 ans),age,2008,31,89726595
Bretagne,jeunes (15-24 ans),age,2009,32,02511774
Bretagne,jeunes (15-24 ans),age,2010,24,98662386
Bretagne,jeunes (15-24 ans),age,2011,18,92523364
Bretagne,jeunes (15-24 ans),age,2012,23,15412186
Bretagne,jeunes (15-24 ans),age,2013,23,39905221
Bretagne,jeunes (15-24 ans),age,2014,19,87312569
Bretagne,jeunes (15-24 ans),age,2015,18,29100673
Centre,jeunes (15-24 ans),age,2005,26,9
Centre,jeunes (15-24 ans),age,2006,25,2
Centre,jeunes (15-24 ans),age,2007,28,8
Centre,jeunes (15-24 ans),age,2008,29,76313079
Centre,jeunes (15-24 ans),age,2009,29,23553719
Centre,jeunes (15-24 ans),age,2010,28,06041335
Centre,jeunes (15-24 ans),age,2011,20,52631579
Centre,jeunes (15-24 ans),age,2012,21,71860246
Centre,jeunes (15-24 ans),age,2013,21,32757202
Centre,jeunes (15-24 ans),age,2014,18,04265736
Centre,jeunes (15-24 ans),age,2015,19,48112505
Champagne-Ardenne,jeunes (15-24 ans),age,2005,29,1
Champagne-Ardenne,jeunes (15-24 ans),age,2006,27
Champagne-Ardenne,jeunes (15-24 ans),age,2007,29,9
Champagne-Ardenne,jeunes (15-24 ans),age,2008,26,10966057
Champagne-Ardenne,jeunes (15-24 ans),age,2009,31,45780051
Champagne-Ardenne,jeunes (15-24 ans),age,2010,23,33333333
Champagne-Ardenne,jeunes (15-24 ans),age,2011,22,28116711
Champagne-Ardenne,jeunes (15-24 ans),age,2012,29,09090909
Champagne-Ardenne,jeunes (15-24 ans),age,2013,21,75648358
Champagne-Ardenne,jeunes (15-24 ans),age,2014,26,03172716
Champagne-Ardenne,jeunes (15-24 ans),age,2015,26,6626753
Corse,jeunes (15-24 ans),age,2005,
Corse,jeunes (15-24 ans),age,2006,
Corse,jeunes (15-24 ans),age,2007,
Corse,jeunes (15-24 ans),age,2008,
Corse,jeunes (15-24 ans),age,2009,
Corse,jeunes (15-24 ans),age,2010,
Corse,jeunes (15-24 ans),age,2011,
Corse,jeunes (15-24 ans),age,2012,
Corse,jeunes (15-24 ans),age,2013,
Corse,jeunes (15-24 ans),age,2014,
Corse,jeunes (15-24 ans),age,2015,
Franche-Comt,jeunes (15-24 ans),age,2005,29,6
Franche-Comt,jeunes (15-24 ans),age,2006,29,9
Franche-Comt,jeunes (15-24 ans),age,2007,29,7
Franche-Comt,jeunes (15-24 ans),age,2008,33,06010929
Franche-Comt,jeunes (15-24 ans),age,2009,25,64766839
Franche-Comt,jeunes (15-24 ans),age,2010,26,9379845
Franche-Comt,jeunes (15-24 ans),age,2011,20,93023256
Franche-Comt,jeunes (15-24 ans),age,2012,27,76203966
Franche-Comt,jeunes (15-24 ans),age,2013,21,23457314
Franche-Comt,jeunes (15-24 ans),age,2014,19,54351205
Franche-Comt,jeunes (15-24 ans),age,2015,18,72654634
Haute-Normandie,jeunes (15-24 ans),age,2005,24,6
Haute-Normandie,jeunes (15-24 ans),age,2006,23,8
Haute-Normandie,jeunes (15-24 ans),age,2007,30,8
Haute-Normandie,jeunes (15-24 ans),age,2008,29,84562607
Haute-Normandie,jeunes (15-24 ans),age,2009,29
Haute-Normandie,jeunes (15-24 ans),age,2010,23,41772152
Haute-Normandie,jeunes (15-24 ans),age,2011,19,3877551
Haute-Normandie,jeunes (15-24 ans),age,2012,29,40226171
Haute-Normandie,jeunes (15-24 ans),age,2013,25,07187357
Haute-Normandie,jeunes (15-24 ans),age,2014,27,14028465
Haute-Normandie,jeunes (15-24 ans),age,2015,27,58156228
Ile-de-France,jeunes (15-24 ans),age,2005,19,4
Ile-de-France,jeunes (15-24 ans),age,2006,23,7
Ile-de-France,jeunes (15-24 ans),age,2007,30,9
Ile-de-France,jeunes (15-24 ans),age,2008,30,73281575
Ile-de-France,jeunes (15-24 ans),age,2009,29,11993918
Ile-de-France,jeunes (15-24 ans),age,2010,24,97828515
Ile-de-France,jeunes (15-24 ans),age,2011,17,00494627
Ile-de-France,jeunes (15-24 ans),age,2012,23,3481153
Ile-de-France,jeunes (15-24 ans),age,2013,18,13742095
Ile-de-France,jeunes (15-24 ans),age,2014,15,29810794
Ile-de-France,jeunes (15-24 ans),age,2015,17,01528858
Languedoc-Roussillon,jeunes (15-24 ans),age,2005,16,8
Languedoc-Roussillon,jeunes (15-24 ans),age,2006,18,4
Languedoc-Roussillon,jeunes (15-24 ans),age,2007,21,8
Languedoc-Roussillon,jeunes (15-24 ans),age,2008,22,47474747
Languedoc-Roussillon,jeunes (15-24 ans),age,2009,25,72533849
Languedoc-Roussillon,jeunes (15-24 ans),age,2010,20,7250342
Languedoc-Roussillon,jeunes (15-24 ans),age,2011,13,83886256
Languedoc-Roussillon,jeunes (15-24 ans),age,2012,22,58364312
Languedoc-Roussillon,jeunes (15-24 ans),age,2013,21,65335318
Languedoc-Roussillon,jeunes (15-24 ans),age,2014,20,9140169
Languedoc-Roussillon,jeunes (15-24 ans),age,2015,19,32234107
Limousin,jeunes (15-24 ans),age,2005,
Limousin,jeunes (15-24 ans),age,2006,
Limousin,jeunes (15-24 ans),age,2007,
Limousin,jeunes (15-24 ans),age,2008,
Limousin,jeunes (15-24 ans),age,2009,
Limousin,jeunes (15-24 ans),age,2010,21
Limousin,jeunes (15-24 ans),age,2011,
Limousin,jeunes (15-24 ans),age,2012,
Limousin,jeunes (15-24 ans),age,2013,
Limousin,jeunes (15-24 ans),age,2014,
Limousin,jeunes (15-24 ans),age,2015,
Lorraine,jeunes (15-24 ans),age,2005,25,2
Lorraine,jeunes (15-24 ans),age,2006,25,3
Lorraine,jeunes (15-24 ans),age,2007,28,6
Lorraine,jeunes (15-24 ans),age,2008,27,72828508
Lorraine,jeunes (15-24 ans),age,2009,35,30066815
Lorraine,jeunes (15-24 ans),age,2010,30,15384615
Lorraine,jeunes (15-24 ans),age,2011,17,74193548
Lorraine,jeunes (15-24 ans),age,2012,25,72347267
Lorraine,jeunes (15-24 ans),age,2013,20,36135722
Lorraine,jeunes (15-24 ans),age,2014,20,93133698
Lorraine,jeunes (15-24 ans),age,2015,20,97479178
Midi-Pyrnes,jeunes (15-24 ans),age,2005,26
Midi-Pyrnes,jeunes (15-24 ans),age,2006,22,4
Midi-Pyrnes,jeunes (15-24 ans),age,2007,26,7
Midi-Pyrnes,jeunes (15-24 ans),age,2008,28,64816473
Midi-Pyrnes,jeunes (15-24 ans),age,2009,29,54739539
Midi-Pyrnes,jeunes (15-24 ans),age,2010,24,42613302
Midi-Pyrnes,jeunes (15-24 ans),age,2011,17,99027553
Midi-Pyrnes,jeunes (15-24 ans),age,2012,21,57031924
Midi-Pyrnes,jeunes (15-24 ans),age,2013,20,58057317
Midi-Pyrnes,jeunes (15-24 ans),age,2014,19,29112423
Midi-Pyrnes,jeunes (15-24 ans),age,2015,20,69180383
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2005,30,6
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2006,28,7
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2007,32,2
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2008,27,85326087
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2009,31,03683492
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2010,27,23363593
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2011,17,55355909
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2012,27,54029432
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2013,24,01449511
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2014,23,95452356
Nord-Pas-de-Calais,jeunes (15-24 ans),age,2015,25,25962515
Pays de la Loire,jeunes (15-24 ans),age,2005,28,9
Pays de la Loire,jeunes (15-24 ans),age,2006,28,8
Pays de la Loire,jeunes (15-24 ans),age,2007,31,7
Pays de la Loire,jeunes (15-24 ans),age,2008,34,29781228
Pays de la Loire,jeunes (15-24 ans),age,2009,34,67799009
Pays de la Loire,jeunes (15-24 ans),age,2010,27,29411765
Pays de la Loire,jeunes (15-24 ans),age,2011,19,55307263
Pays de la Loire,jeunes (15-24 ans),age,2012,22,48641304
Pays de la Loire,jeunes (15-24 ans),age,2013,24,7908654
Pays de la Loire,jeunes (15-24 ans),age,2014,23,25120911
Pays de la Loire,jeunes (15-24 ans),age,2015,22,40578479
Picardie,jeunes (15-24 ans),age,2005,26
Picardie,jeunes (15-24 ans),age,2006,24,7
Picardie,jeunes (15-24 ans),age,2007,31,1
Picardie,jeunes (15-24 ans),age,2008,27,44425386
Picardie,jeunes (15-24 ans),age,2009,27,81954887
Picardie,jeunes (15-24 ans),age,2010,25,75757576
Picardie,jeunes (15-24 ans),age,2011,19,30783242
Picardie,jeunes (15-24 ans),age,2012,25,82524272
Picardie,jeunes (15-24 ans),age,2013,26,8877533
Picardie,jeunes (15-24 ans),age,2014,26,66202446
Picardie,jeunes (15-24 ans),age,2015,25,26871509
Poitou-Charentes,jeunes (15-24 ans),age,2005,24,1
Poitou-Charentes,jeunes (15-24 ans),age,2006,21,2
Poitou-Charentes,jeunes (15-24 ans),age,2007,25,7
Poitou-Charentes,jeunes (15-24 ans),age,2008,27,24358974
Poitou-Charentes,jeunes (15-24 ans),age,2009,29,83606557
Poitou-Charentes,jeunes (15-24 ans),age,2010,19,90740741
Poitou-Charentes,jeunes (15-24 ans),age,2011,18,39258114
Poitou-Charentes,jeunes (15-24 ans),age,2012,19,72413793
Poitou-Charentes,jeunes (15-24 ans),age,2013,18,64589965
Poitou-Charentes,jeunes (15-24 ans),age,2014,20,02820939
Poitou-Charentes,jeunes (15-24 ans),age,2015,20,07480602
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2005,17,3
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2006,18
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2007,21
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2008,20,46843177
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2009,22,27695676
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2010,20,59788553
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2011,13,91752577
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2012,19,3254818
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2013,17,84449783
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2014,16,26830541
Provence-Alpes-Cte-d'Azur,jeunes (15-24 ans),age,2015,15,94958659
Rhne-Alpes,jeunes (15-24 ans),age,2005,26,6
Rhne-Alpes,jeunes (15-24 ans),age,2006,22,8
Rhne-Alpes,jeunes (15-24 ans),age,2007,29,3
Rhne-Alpes,jeunes (15-24 ans),age,2008,31,65048544
Rhne-Alpes,jeunes (15-24 ans),age,2009,31,35653409
Rhne-Alpes,jeunes (15-24 ans),age,2010,23,54392892
Rhne-Alpes,jeunes (15-24 ans),age,2011,18,74120956
Rhne-Alpes,jeunes (15-24 ans),age,2012,21,5942029
Rhne-Alpes,jeunes (15-24 ans),age,2013,20,37717966
Rhne-Alpes,jeunes (15-24 ans),age,2014,19,77595328
Rhne-Alpes,jeunes (15-24 ans),age,2015,18,69096155
Alsace,adultes (25-34 ans),age,2005,20,3
Alsace,adultes (25-34 ans),age,2006,18,6
Alsace,adultes (25-34 ans),age,2007,19,2
Alsace,adultes (25-34 ans),age,2008,19,37172775
Alsace,adultes (25-34 ans),age,2009,18,99070385
Alsace,adultes (25-34 ans),age,2010,18,45082681
Alsace,adultes (25-34 ans),age,2011,21,6152019
Alsace,adultes (25-34 ans),age,2012,20,2247191
Alsace,adultes (25-34 ans),age,2013,17,83418103
Alsace,adultes (25-34 ans),age,2014,14,05142125
Alsace,adultes (25-34 ans),age,2015,17,84138823
Aquitaine,adultes (25-34 ans),age,2005,17,1
Aquitaine,adultes (25-34 ans),age,2006,16
Aquitaine,adultes (25-34 ans),age,2007,14,6
Aquitaine,adultes (25-34 ans),age,2008,16,96921863
Aquitaine,adultes (25-34 ans),age,2009,16,54259719
Aquitaine,adultes (25-34 ans),age,2010,15,78947368
Aquitaine,adultes (25-34 ans),age,2011,15,99707816
Aquitaine,adultes (25-34 ans),age,2012,14,95946942
Aquitaine,adultes (25-34 ans),age,2013,14,399822
Aquitaine,adultes (25-34 ans),age,2014,12,85562553
Aquitaine,adultes (25-34 ans),age,2015,12,37040969
Auvergne,adultes (25-34 ans),age,2005,20,5
Auvergne,adultes (25-34 ans),age,2006,19,3
Auvergne,adultes (25-34 ans),age,2007,15,7
Auvergne,adultes (25-34 ans),age,2008,16,85144124
Auvergne,adultes (25-34 ans),age,2009,16,55913978
Auvergne,adultes (25-34 ans),age,2010,14,71471471
Auvergne,adultes (25-34 ans),age,2011,17,71561772
Auvergne,adultes (25-34 ans),age,2012,15,12605042
Auvergne,adultes (25-34 ans),age,2013,13,35780709
Auvergne,adultes (25-34 ans),age,2014,14,687052
Auvergne,adultes (25-34 ans),age,2015,14,45292248
Basse-Normandie,adultes (25-34 ans),age,2005,16,1
Basse-Normandie,adultes (25-34 ans),age,2006,20,3
Basse-Normandie,adultes (25-34 ans),age,2007,15,4
Basse-Normandie,adultes (25-34 ans),age,2008,21,05263158
Basse-Normandie,adultes (25-34 ans),age,2009,22,69662921
Basse-Normandie,adultes (25-34 ans),age,2010,22,16494845
Basse-Normandie,adultes (25-34 ans),age,2011,22,30392157
Basse-Normandie,adultes (25-34 ans),age,2012,19,18604651
Basse-Normandie,adultes (25-34 ans),age,2013,19,94454063
Basse-Normandie,adultes (25-34 ans),age,2014,12,70223507
Basse-Normandie,adultes (25-34 ans),age,2015,14,3685441
Bourgogne,adultes (25-34 ans),age,2005,22,4
Bourgogne,adultes (25-34 ans),age,2006,19,1
Bourgogne,adultes (25-34 ans),age,2007,15,5
Bourgogne,adultes (25-34 ans),age,2008,17,71929825
Bourgogne,adultes (25-34 ans),age,2009,17,27272727
Bourgogne,adultes (25-34 ans),age,2010,18,54219949
Bourgogne,adultes (25-34 ans),age,2011,17,55319149
Bourgogne,adultes (25-34 ans),age,2012,13,60123648
Bourgogne,adultes (25-34 ans),age,2013,12,43914727
Bourgogne,adultes (25-34 ans),age,2014,14,8061305
Bourgogne,adultes (25-34 ans),age,2015,15,42050145
Bretagne,adultes (25-34 ans),age,2005,17,5
Bretagne,adultes (25-34 ans),age,2006,17,9
Bretagne,adultes (25-34 ans),age,2007,15,6
Bretagne,adultes (25-34 ans),age,2008,17,89560895
Bretagne,adultes (25-34 ans),age,2009,19,1522763
Bretagne,adultes (25-34 ans),age,2010,18,56607812
Bretagne,adultes (25-34 ans),age,2011,20,17133956
Bretagne,adultes (25-34 ans),age,2012,17,6344086
Bretagne,adultes (25-34 ans),age,2013,16,8887966
Bretagne,adultes (25-34 ans),age,2014,15,20611273
Bretagne,adultes (25-34 ans),age,2015,14,10941639
Centre,adultes (25-34 ans),age,2005,18
Centre,adultes (25-34 ans),age,2006,16,6
Centre,adultes (25-34 ans),age,2007,16,3
Centre,adultes (25-34 ans),age,2008,19,05252317
Centre,adultes (25-34 ans),age,2009,20,1446281
Centre,adultes (25-34 ans),age,2010,18,12400636
Centre,adultes (25-34 ans),age,2011,18,84210526
Centre,adultes (25-34 ans),age,2012,18,31916903
Centre,adultes (25-34 ans),age,2013,14,33951969
Centre,adultes (25-34 ans),age,2014,14,83757856
Centre,adultes (25-34 ans),age,2015,13,28112045
Champagne-Ardenne,adultes (25-34 ans),age,2005,19,6
Champagne-Ardenne,adultes (25-34 ans),age,2006,20,1
Champagne-Ardenne,adultes (25-34 ans),age,2007,18,1
Champagne-Ardenne,adultes (25-34 ans),age,2008,19,58224543
Champagne-Ardenne,adultes (25-34 ans),age,2009,17,64705882
Champagne-Ardenne,adultes (25-34 ans),age,2010,18,62745098
Champagne-Ardenne,adultes (25-34 ans),age,2011,18,56763926
Champagne-Ardenne,adultes (25-34 ans),age,2012,13,86363636
Champagne-Ardenne,adultes (25-34 ans),age,2013,15,56587142
Champagne-Ardenne,adultes (25-34 ans),age,2014,16,51371084
Champagne-Ardenne,adultes (25-34 ans),age,2015,13,81504915
Corse,adultes (25-34 ans),age,2005,
Corse,adultes (25-34 ans),age,2006,
Corse,adultes (25-34 ans),age,2007,
Corse,adultes (25-34 ans),age,2008,
Corse,adultes (25-34 ans),age,2009,
Corse,adultes (25-34 ans),age,2010,
Corse,adultes (25-34 ans),age,2011,
Corse,adultes (25-34 ans),age,2012,
Corse,adultes (25-34 ans),age,2013,
Corse,adultes (25-34 ans),age,2014,
Corse,adultes (25-34 ans),age,2015,
Franche-Comt,adultes (25-34 ans),age,2005,16,9
Franche-Comt,adultes (25-34 ans),age,2006,15,8
Franche-Comt,adultes (25-34 ans),age,2007,17,6
Franche-Comt,adultes (25-34 ans),age,2008,21,03825137
Franche-Comt,adultes (25-34 ans),age,2009,22,5388601
Franche-Comt,adultes (25-34 ans),age,2010,16,66666667
Franche-Comt,adultes (25-34 ans),age,2011,17,15116279
Franche-Comt,adultes (25-34 ans),age,2012,19,54674221
Franche-Comt,adultes (25-34 ans),age,2013,11,86212186
Franche-Comt,adultes (25-34 ans),age,2014,14,27801372
Franche-Comt,adultes (25-34 ans),age,2015,11,12944929
Haute-Normandie,adultes (25-34 ans),age,2005,18,9
Haute-Normandie,adultes (25-34 ans),age,2006,22,2
Haute-Normandie,adultes (25-34 ans),age,2007,16,4
Haute-Normandie,adultes (25-34 ans),age,2008,16,80960549
Haute-Normandie,adultes (25-34 ans),age,2009,19,16666667
Haute-Normandie,adultes (25-34 ans),age,2010,20,50632911
Haute-Normandie,adultes (25-34 ans),age,2011,18,53741497
